 4.12000000e+02 2.31232240e+01 3.40568600e+01
 4.14000000e+02 2.22791435e+01 3.26013505e+01
 4.16000000e+02 2.14865370e+01 3.12481640e+01
 4.18000000e+02 2.07368015e+01 2.99805195e+01
 4.20000000e+02 2.00272515e+01 2.87908940e+01
 4.22000000e+02 1.93569885e+01 2.76768655e+01
 4.24000000e+02 1.87231020e+01 2.66328065e+01
 4.26000000e+02 1.81213810e+01 2.56490945e+01
 4.28000000e+02 1.75497250e+01 2.47213765e+01
 4.30000000e+02 1.70075925e+01 2.38487690e+01
 4.32000000e+02 1.64930060e+01 2.30266990e+01
 4.34000000e+02 1.60014240e+01 2.22460315e+01
 4.36000000e+02 1.55340300e+01 2.15092270e+01
 4.38000000e+02 1.50868030e+01 2.08086385e+01
 4.40000000e+02 1.46609320e+01 2.01458945e+01
 4.42000000e+02 1.42550350e+01 1.95183245e+01
 4.44000000e+02 1.38657940e+01 1.89193800e+01
 4.46000000e+02 1.34932355e+01 1.83498085e+01
 4.48000000e+02 1.31364570e+01 1.78071560e+01
 4.50000000e+02 1.27945425e+01 1.72900585e+01
 4.52000000e+02 1.24666385e+01 1.67966305e+01
 4.54000000e+02 1.21519730e+01 1.63257510e+01
 4.56000000e+02 1.18498670e+01 1.58755375e+01
 4.58000000e+02 1.15595745e+01 1.54452890e+01
 4.60000000e+02 1.12804895e+01 1.50335955e+01
 4.62000000e+02 1.10113675e+01 1.46382095e+01
 4.64000000e+02 1.07523950e+01 1.42592190e+01
 4.66000000e+02 1.05029875e+01 1.38961540e+01
 4.68000000e+02 1.02627175e+01 1.35476990e+01
 4.70000000e+02 1.00305505e+01 1.32122875e+01
 4.72000000e+02 9.80666900e+00 1.28900350e+01
 4.74000000e+02 9.59065100e+00 1.25804620e+01
 4.76000000e+02 9.38164500e+00 1.22818185e+01
 4.78000000e+02 9.17980300e+00 1.19946400e+01
 4.80000000e+02 8.98479000e+00 1.17181585e+01
 4.82000000e+02 8.79586550e+00 1.14510500e+01
 4.84000000e+02 8.61318400e+00 1.11938460e+01
 4.86000000e+02 8.43645850e+00 1.09458625e+01
 4.88000000e+02 8.26504600e+00 1.07059760e+01
 4.90000000e+02 8.09874400e+00 1.04738475e+01
 4.92000000e+02 7.93769150e+00 1.02497815e+01
 4.94000000e+02 7.78165900e+00 1.00334025e+01
 4.96000000e+02 7.63010550e+00 9.82375950e+00
 4.98000000e+02 7.48316700e+00 9.62114650e+00
 5.00000000e+02 7.34035800e+00 9.42486100e+00
 5.02000000e+02 7.20181150e+00 9.23486800e+00
 5.04000000e+02 7.06707400e+00 9.05053600e+00
 5.06000000e+02 6.93601200e+00 8.87150250e+00
 5.08000000e+02 6.80873400e+00 8.69831000e+00
 5.10000000e+02 6.68509900e+00 8.53057500e+00
 5.12000000e+02 6.56472900e+00 8.36749800e+00
 5.14000000e+02 6.44749400e+00 8.20902500e+00
 5.16000000e+02 6.33353000e+00 8.05528900e+00
 5.18000000e+02 6.22247100e+00 7.90592450e+00
 5.20000000e+02 6.11423550e+00 7.76054550e+00
 5.22000000e+02 6.00892200e+00 7.61949350e+00
 5.24000000e+02 5.90642900e+00 7.48248900e+00
 5.26000000e+02 5.80626850e+00 7.34878100e+00
 5.28000000e+02 5.70873600e+00 7.21894650e+00
 5.30000000e+02 5.61375000e+00 7.09273900e+00
 5.32000000e+02 5.52086450e+00 6.96947350e+00
 5.34000000e+02 5.43035200e+00 6.84969300e+00
 5.36000000e+02 5.34214050e+00 6.73316650e+00
 5.38000000e+02 5.25583550e+00 6.61919100e+00
 5.40000000e+02 5.17167750e+00 6.50835100e+00
 5.42000000e+02 5.08960150e+00 6.40054350e+00
 5.44000000e+02 5.00925150e+00 6.29502250e+00
 5.46000000e+02 4.93085832e+00 6.19234450e+00
 5.48000000e+02 4.85421829e+00 6.09205700e+00
 5.50000000e+02 4.77941744e+00 5.99434100e+00
 5.52000000e+02 4.70625647e+00 5.89894650e+00
 5.54000000e+02 4.63470072e+00 5.80572200e+00
 5.56000000e+02 4.56469916e+00 5.71468800e+00
 5.58000000e+02 4.49631884e+00 5.62598850e+00
 5.60000000e+02 4.42939922e+00 5.53917600e+00
 5.62000000e+02 4.36390080e+00 5.45435350e+00
 5.64000000e+02 4.29977961e+00 5.37146350e+00
 5.66000000e+02 4.23710197e+00 5.29056250e+00
 5.68000000e+02 4.17572409e+00 5.21140100e+00
 5.70000000e+02 4.11561541e+00 5.13393200e+00
 5.72000000e+02 4.05673161e+00 5.05817250e+00
 5.74000000e+02 3.99913266e+00 4.98424918e+00
 5.76000000e+02 3.94269712e+00 4.91179973e+00
 5.78000000e+02 3.88739034e+00 4.84091454e+00
 5.80000000e+02 3.83318178e+00 4.77155447e+00
 5.82000000e+02 3.78012695e+00 4.70370278e+00
 5.84000000e+02 3.72803285e+00 4.63713371e+00
 5.86000000e+02 3.67703103e+00 4.57211807e+00
 5.88000000e+02 3.62709239e+00 4.50848490e+00
 5.90000000e+02 3.57803702e+00 4.44602706e+00
 5.92000000e+02 3.52992453e+00 4.38480489e+00
 5.94000000e+02 3.48278880e+00 4.32497189e+00
 5.96000000e+02 3.43654193e+00 4.26629968e+00
 5.98000000e+02 3.39116119e+00 4.20875661e+00
 6.00000000e+02 3.34668979e+00 4.15244289e+00
 6.02000000e+02 3.30297873e+00 4.09713499e+00
 6.04000000e+02 3.26013342e+00 4.04299125e+00
 6.06000000e+02 3.21806855e+00 3.98986452e+00
 6.08000000e+02 3.17676663e+00 3.93772722e+00
 6.10000000e+02 3.13621238e+00 3.88660915e+00
 6.12000000e+02 3.09643802e+00 3.83654162e+00
 6.14000000e+02 3.05732023e+00 3.78728397e+00
 6.16000000e+02 3.01894881e+00 3.73907611e+00
 6.18000000e+02 2.98125390e+00 3.69169079e+00
 6.20000000e+02 2.94421986e+00 3.64520512e+00
 6.22000000e+02 2.90782712e+00 3.59954647e+00
 6.24000000e+02 2.87206937e+00 3.55474837e+00
 6.26000000e+02 2.83697341e+00 3.51078734e+00
 6.28000000e+02 2.80247833e+00 3.46764289e+00
 6.30000000e+02 2.76856795e+00 3.42524760e+00
 6.32000000e+02 2.73523368e+00 3.38358693e+00
 6.34000000e+02 2.70246063e+00 3.34268846e+00
 6.36000000e+02 2.67023630e+00 3.30244676e+00
 6.38000000e+02 2.63858810e+00 3.26301381e+00
 6.40000000e+02 2.60742698e+00 3.22416984e+00
 6.42000000e+02 2.57681664e+00 3.18609849e+00
 6.44000000e+02 2.54670847e+00 3.14862318e+00
 6.46000000e+02 2.51709093e+00 3.11181210e+00
 6.48000000e+02 2.48795338e+00 3.07560842e+00
 6.50000000e+02 2.45928894e+00 3.04000415e+00
 6.52000000e+02 2.43108272e+00 3.00498083e+00
 6.54000000e+02 2.40336117e+00 2.97059770e+00
 6.56000000e+02 2.37607844e+00 2.93680746e+00
 6.58000000e+02 2.34919712e+00 2.90349647e+00
 6.60000000e+02 2.32277196e+00 2.87078619e+00
 6.62000000e+02 2.29675714e+00 2.83859335e+00
 6.64000000e+02 2.27114930e+00 2.80694943e+00
 6.66000000e+02 2.24596709e+00 2.77582854e+00
 6.68000000e+02 2.22114455e+00 2.74517089e+00
 6.70000000e+02 2.19672825e+00 2.71504801e+00
 6.72000000e+02 2.17266418e+00 2.68534050e+00
 6.74000000e+02 2.14898773e+00 2.65614465e+00
 6.76000000e+02 2.12566965e+00 2.62739714e+00
 6.78000000e+02 2.10270509e+00 2.59912350e+00
 6.80000000e+02 2.08008234e+00 2.57127881e+00
 6.82000000e+02 2.05779932e+00 2.54385695e+00
 6.84000000e+02 2.03584600e+00 2.51684729e+00
 6.86000000e+02 2.01424230e+00 2.49029416e+00
 6.88000000e+02 1.99293178e+00 2.46408619e+00
 6.90000000e+02 1.97195597e+00 2.43834649e+00
 6.92000000e+02 1.95126533e+00 2.41294112e+00
 6.94000000e+02 1.93089563e+00 2.38792468e+00
 6.96000000e+02 1.91082284e+00 2.36330666e+00
 6.98000000e+02 1.89103559e+00 2.33907327e+00
 7.00000000e+02 1.87153463e+00 2.31516417e+00
