 2.00000000e+02 2.15684343e+00 1.92287820e+01
 2.02000000e+02 1.80614293e+00 1.95573775e+01
 2.04000000e+02 1.55861750e+00 2.01076480e+01
 2.06000000e+02 1.42498649e+00 2.09053710e+01
 2.08000000e+02 1.41944680e+00 2.19791160e+01
 2.10000000e+02 1.55888367e+00 2.33689965e+01
 2.12000000e+02 1.86526347e+00 2.51197280e+01
 2.14000000e+02 2.36495510e+00 2.72850810e+01
 2.16000000e+02 3.09121348e+00 2.99354015e+01
 2.18000000e+02 4.08309661e+00 3.31469445e+01
 2.20000000e+02 5.38797200e+00 3.70135220e+01
 2.22000000e+02 7.06126400e+00 4.16408030e+01
 2.24000000e+02 9.16506300e+00 4.71440940e+01
 2.26000000e+02 1.17685535e+01 5.36482100e+01
 2.28000000e+02 1.49385540e+01 6.12656100e+01
 2.30000000e+02 1.87347310e+01 7.00844050e+01
 2.32000000e+02 2.31882555e+01 8.01239850e+01
 2.34000000e+02 2.82806935e+01 9.12893250e+01
 2.36000000e+02 3.39116720e+01 1.03294695e+02
 2.38000000e+02 3.98682415e+01 1.15592255e+02
 2.40000000e+02 4.58089230e+01 1.27315150e+02
 2.42000000e+02 5.12800750e+01 1.37327100e+02
 2.44000000e+02 5.57950400e+01 1.44467400e+02
 2.46000000e+02 5.89241900e+01 1.47917890e+02
 2.48000000e+02 6.04430500e+01 1.47554600e+02
 2.50000000e+02 6.03461750e+01 1.43862105e+02
 2.52000000e+02 5.88333000e+01 1.37674545e+02
 2.54000000e+02 5.62341350e+01 1.29885540e+02
 2.56000000e+02 5.29044150e+01 1.21293340e+02
 2.58000000e+02 4.91682770e+01 1.12521660e+02
 2.60000000e+02 4.52834755e+01 1.04022120e+02
 2.62000000e+02 4.14366485e+01 9.60680550e+01
 2.64000000e+02 3.77457025e+01 8.88255950e+01
 2.66000000e+02 3.42800645e+01 8.23617450e+01
 2.68000000e+02 3.10757665e+01 7.66769350e+01
 2.70000000e+02 2.81389325e+01 7.17343550e+01
 2.72000000e+02 2.54654765e+01 6.74595000e+01
 2.74000000e+02 2.30365125e+01 6.37451850e+01
 2.76000000e+02 2.08277285e+01 6.04603000e+01
 2.78000000e+02 1.88109545e+01 5.74600950e+01
 2.80000000e+02 1.69594990e+01 5.46244550e+01
 2.82000000e+02 1.52563470e+01 5.18899300e+01
 2.84000000e+02 1.36881190e+01 4.92545545e+01
 2.86000000e+02 1.22484935e+01 4.67683910e+01
 2.88000000e+02 1.09352285e+01 4.44983690e+01
 2.90000000e+02 9.74253850e+00 4.24978405e+01
 2.92000000e+02 8.66809500e+00 4.08069550e+01
 2.94000000e+02 7.70691850e+00 3.94407840e+01
 2.96000000e+02 6.85589550e+00 3.83974820e+01
 2.98000000e+02 6.11182150e+00 3.76762835e+01
 3.00000000e+02 5.47360800e+00 3.72714935e+01
 3.02000000e+02 4.94193696e+00 3.71815085e+01
 3.04000000e+02 4.51955349e+00 3.74083610e+01
 3.06000000e+02 4.21134718e+00 3.79577905e+01
 3.08000000e+02 4.02451344e+00 3.88443710e+01
 3.10000000e+02 3.96931655e+00 4.00888710e+01
 3.12000000e+02 4.05904539e+00 4.17162000e+01
 3.14000000e+02 4.31059674e+00 4.37614200e+01
 3.16000000e+02 4.74469848e+00 4.62644815e+01
 3.18000000e+02 5.38703550e+00 4.92757410e+01
 3.20000000e+02 6.26761400e+00 5.28495050e+01
 3.22000000e+02 7.42278900e+00 5.70515350e+01
 3.24000000e+02 8.89400100e+00 6.19502150e+01
 3.26000000e+02 1.07281955e+01 6.76176050e+01
 3.28000000e+02 1.29765855e+01 7.41240800e+01
 3.30000000e+02 1.56929880e+01 8.15304750e+01
 3.32000000e+02 1.89282820e+01 8.98715200e+01
 3.34000000e+02 2.27242335e+01 9.91429100e+01
 3.36000000e+02 2.71060405e+01 1.09278450e+02
 3.38000000e+02 3.20616305e+01 1.20107100e+02
 3.40000000e+02 3.75353755e+01 1.31343555e+02
 3.42000000e+02 4.34052080e+01 1.42552780e+02
 3.44000000e+02 4.94757680e+01 1.53163185e+02
 3.46000000e+02 5.54870450e+01 1.62524105e+02
 3.48000000e+02 6.11246050e+01 1.69981705e+02
 3.50000000e+02 6.60748650e+01 1.75011755e+02
 3.52000000e+02 7.00502350e+01 1.77297745e+02
 3.54000000e+02 7.28725500e+01 1.76804080e+02
 3.56000000e+02 7.44672650e+01 1.73739230e+02
 3.58000000e+02 7.48749200e+01 1.68489825e+02
 3.60000000e+02 7.42399100e+01 1.61579335e+02
 3.62000000e+02 7.27518800e+01 1.53548000e+02
 3.64000000e+02 7.06089800e+01 1.44842135e+02
 3.66000000e+02 6.80243500e+01 1.35912075e+02
 3.68000000e+02 6.51643950e+01 1.27051520e+02
 3.70000000e+02 6.21700350e+01 1.18490600e+02
 3.72000000e+02 5.91403200e+01 1.10353160e+02
 3.74000000e+02 5.61645150e+01 1.02752900e+02
 3.76000000e+02 5.32751750e+01 9.56817150e+01
 3.78000000e+02 5.05172150e+01 8.91736150e+01
 3.80000000e+02 4.79009480e+01 8.31957600e+01
 3.82000000e+02 4.54382600e+01 7.77240150e+01
 3.84000000e+02 4.31303830e+01 7.27277150e+01
 3.86000000e+02 4.09759910e+01 6.81704750e+01
 3.88000000e+02 3.89629095e+01 6.40026250e+01
 3.90000000e+02 3.70853185e+01 6.01908100e+01
 3.92000000e+02 3.53411080e+01 5.67144400e+01
 3.94000000e+02 3.37109415e+01 5.35205000e+01
 3.96000000e+02 3.21924510e+01 5.05931900e+01
 3.98000000e+02 3.07778565e+01 4.79062735e+01
 4.00000000e+02 2.94589905e+01 4.54369990e+01
 4.02000000e+02 2.82245130e+01 4.31574495e+01
 4.04000000e+02 2.70686150e+01 4.10496265e+01
 4.06000000e+02 2.59852200e+01 3.90981315e+01
 4.08000000e+02 2.49718860e+01 3.72950015e+01
 4.10000000e+02 2.40203350e+01 3.56199475e+01
